assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
MGI	RGD:3015	Lox	PMID:18586678|RGD:14390060		GO:1900120	regulation of receptor binding	IMP			20190103		NCBITaxon:10116
RGD	RGD:69065	Pawr	PMID:23219599|RGD:9835413		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IMP			20150325		NCBITaxon:10116
RGD	RGD:69065	Pawr	PMID:10349840|RGD:9835366		GO:0097202	activation of cysteine-type endopeptidase activity	IMP			20150319		NCBITaxon:10116
RGD	RGD:69051	Tgfb1	PMID:15781474|RGD:1579751		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20060512		NCBITaxon:10116
RGD	RGD:620395	Rasgrf1	PMID:15798216|RGD:10003119		GO:0043547	positive regulation of GTPase activity	IMP			20150818		NCBITaxon:10116
RGD	RGD:620395	Rasgrf1	PMID:1379346|RGD:10003125		GO:0090630	activation of GTPase activity	IMP			20150504		NCBITaxon:10116
RGD	RGD:1306565	Map3k5	PMID:20716917|RGD:10412640		GO:0043507	positive regulation of JUN kinase activity	IMP			20151118		NCBITaxon:10116
RGD	RGD:631375	Egln1	PMID:20308610|RGD:6483365		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20120521		NCBITaxon:10116
RGD	RGD:631375	Egln1	PMID:22975349|RGD:8554232		GO:0051344	negative regulation of cyclic-nucleotide phosphodiesterase activity	IDA			20160622		NCBITaxon:10116
BHF-UCL	RGD:631375	Egln1	PMID:22975349|RGD:8554232		GO:0051344	negative regulation of cyclic-nucleotide phosphodiesterase activity	IMP			20130628	CL:0002495|UniProtKB:P14270	NCBITaxon:10116
CAFA	RGD:2323611	LOC100359583	PMID:11897665|RGD:10059606		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:Q92793		20160819		NCBITaxon:10116
BHF-UCL	RGD:621117	Nlgn1	PMID:17582332|RGD:8553502		GO:2000310	regulation of NMDA receptor activity	IDA			20110304		NCBITaxon:10116
CACAO	RGD:621117	Nlgn1	PMID:19628693|RGD:8554760		GO:2000310	regulation of NMDA receptor activity	IMP			20111120		NCBITaxon:10116
ARUK-UCL	RGD:621117	Nlgn1	PMID:25428619|RGD:11554338		GO:2000310	regulation of NMDA receptor activity	IMP			20170814	UBERON:0002421	NCBITaxon:10116
BHF-UCL	RGD:621117	Nlgn1	PMID:17582332|RGD:8553502		GO:2000311	regulation of AMPA receptor activity	IDA			20110304		NCBITaxon:10116
RGD	RGD:621141	Wnk1	PMID:15081430|RGD:2298791		GO:0033673	negative regulation of kinase activity	IDA			20080724		NCBITaxon:10116
UniProt	RGD:1307599	Errfi1	PMID:17599051|RGD:8553726		GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	IDA			20100226		NCBITaxon:10116
BHF-UCL	RGD:620163	Fgf12	PMID:12401812|RGD:6484231		GO:2000649	regulation of sodium ion transmembrane transporter activity	IDA			20130722	UniProtKB:Q14524	NCBITaxon:10116
RGD	RGD:620163	Fgf12	PMID:12401812|RGD:6484231		GO:2001258	negative regulation of cation channel activity	IDA			20050629		NCBITaxon:10116
ARUK-UCL	RGD:620137	Cx3cr1	PMID:10869418|RGD:4892026		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:P78423		20180605	CL:0002608	NCBITaxon:10116
ARUK-UCL	RGD:1307532	Ifngr2	PMID:27094552|RGD:14397550		GO:1904783	positive regulation of NMDA glutamate receptor activity	IGI	UniProtKB:P01581|UniProtKB:Q6P6T3		20190318	CL:0000540|UBERON:0002181|CL:0000129	NCBITaxon:10116
RGD	RGD:620109	Ncoa3	PMID:11713241|RGD:727330		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20070829		NCBITaxon:10116
RGD	RGD:70495	Map2k1	PMID:17183546|RGD:2292641		GO:0043547	positive regulation of GTPase activity	IMP			20080428		NCBITaxon:10116
RGD	RGD:1308681	Rpl11	PMID:16280383|RGD:11035228		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20160211		NCBITaxon:10116
UniProt	RGD:1359135	Mink1	PMID:21048137|RGD:8553980		GO:2000311	regulation of AMPA receptor activity	IMP			20110829		NCBITaxon:10116
UniProt	RGD:1560587	Epha4	PMID:17143272|RGD:8554385		GO:0043087	regulation of GTPase activity	IDA			20110819		NCBITaxon:10116
RGD	RGD:621315	Map1lc3b	PMID:7908909|RGD:633201		GO:0032092	positive regulation of protein binding	IDA			20071213		NCBITaxon:10116
RGD	RGD:69062	Cdkn1b	PMID:22584582|RGD:10045364		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20150609		NCBITaxon:10116
RGD	RGD:69062	Cdkn1b	PMID:22223646|RGD:10045360		GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20150609		NCBITaxon:10116
RGD	RGD:621331	Muc4	PMID:10026131|RGD:2303749		GO:0010469	regulation of signaling receptor activity	IDA			20090224		NCBITaxon:10116
RGD	RGD:62391	Ddit3	PMID:15829559|RGD:1599733		GO:0032792	negative regulation of CREB transcription factor activity	IDA			20070213		NCBITaxon:10116
ParkinsonsUK-UCL	RGD:62391	Ddit3	PMID:8657121|RGD:1599740	not	GO:0043392	negative regulation of DNA binding	IDA			20141016		NCBITaxon:10116
MGI	RGD:2202	Bdnf	PMID:23878391|RGD:10047172		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20140924		NCBITaxon:10116
ParkinsonsUK-UCL	RGD:2202	Bdnf	PMID:12130635|RGD:11558005		GO:1900122	positive regulation of receptor binding	IDA			20161027	UniProtKB:Q9QUL6	NCBITaxon:10116
UniProt	RGD:1582859	Cnih3	PMID:19265014|RGD:8554136		GO:2000311	regulation of AMPA receptor activity	IDA			20110331		NCBITaxon:10116
RGD	RGD:621383	Kcne2	PMID:14679187|RGD:7243967		GO:1901387	positive regulation of voltage-gated calcium channel activity	IDA			20150202		NCBITaxon:10116
BHF-UCL	RGD:621383	Kcne2	PMID:10219239|RGD:633041		GO:1901979	regulation of inward rectifier potassium channel activity	IDA			20130708		NCBITaxon:10116
RGD	RGD:621383	Kcne2	PMID:11420311|RGD:7244388		GO:1902159	regulation of cyclic nucleotide-gated ion channel activity	IDA			20130604		NCBITaxon:10116
BHF-UCL	RGD:621383	Kcne2	PMID:10219239|RGD:633041		GO:1902259	regulation of delayed rectifier potassium channel activity	IDA			20130708		NCBITaxon:10116
UniProt	RGD:621383	Kcne2	PMID:19219384|RGD:7243947		GO:1902260	negative regulation of delayed rectifier potassium channel activity	IDA			20150422		NCBITaxon:10116
RGD	RGD:621383	Kcne2	PMID:14679187|RGD:7243967		GO:1903817	negative regulation of voltage-gated potassium channel activity	IDA			20150202		NCBITaxon:10116
RGD	RGD:621383	Kcne2	PMID:19219384|RGD:7243947		GO:1903817	negative regulation of voltage-gated potassium channel activity	IDA			20130521		NCBITaxon:10116
RGD	RGD:621383	Kcne2	PMID:21943416|RGD:7242916		GO:1903817	negative regulation of voltage-gated potassium channel activity	IDA			20170621		NCBITaxon:10116
RGD	RGD:621384	Kcne3	PMID:14679187|RGD:7243967		GO:1901387	positive regulation of voltage-gated calcium channel activity	IDA			20150202		NCBITaxon:10116
UniProt	RGD:621384	Kcne3	PMID:12954870|RGD:10047250		GO:1902260	negative regulation of delayed rectifier potassium channel activity	IDA			20150422		NCBITaxon:10116
RGD	RGD:621384	Kcne3	PMID:14679187|RGD:7243967		GO:1903817	negative regulation of voltage-gated potassium channel activity	IDA			20150202		NCBITaxon:10116
RGD	RGD:621392	Ccn2	PMID:19625611|RGD:2314487		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20091117		NCBITaxon:10116
UniProt	RGD:3234	Oprm1	PMID:17976846|RGD:8656012		GO:2000310	regulation of NMDA receptor activity	IMP			20111220		NCBITaxon:10116
RGD	RGD:620367	Ran	PMID:9398662|RGD:9835011		GO:0043393	regulation of protein binding	IDA			20150313		NCBITaxon:10116
ARUK-UCL	RGD:3772	Stat3	PMID:29702085|RGD:13800534		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:P16599		20180927	CL:2000043|UniProtKB:Q7TQN4|GO:0032635|CL:2000043	NCBITaxon:10116
RGD	RGD:1305332	Mdm2	PMID:19850968|RGD:2317361		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20100330		NCBITaxon:10116
RGD	RGD:3786	Abcc8	PMID:12183335|RGD:728122		GO:1903818	positive regulation of voltage-gated potassium channel activity	IMP			20170223		NCBITaxon:10116
SynGO	RGD:1305310	Neto2	PMID:26720915|RGD:11531528		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10116
SynGO	RGD:1305310	Neto2	PMID:26720915|RGD:11531528		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10116
RGD	RGD:3249	Serpine1	PMID:10717410|RGD:8547889		GO:0010951	negative regulation of endopeptidase activity	IDA			20140227		NCBITaxon:10116
RGD	RGD:1309157	Cdc6	PMID:22223646|RGD:10045360		GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20150813		NCBITaxon:10116
RGD	RGD:69285	Cfl1	PMID:24089484|RGD:11570552		GO:1904783	positive regulation of NMDA glutamate receptor activity	IMP			20161220		NCBITaxon:10116
RGD	RGD:69276	Snap91	PMID:11779129|RGD:70605		GO:1900275	negative regulation of phospholipase C activity	IDA			20180201		NCBITaxon:10116
RGD	RGD:69276	Snap91	PMID:9188501|RGD:13506241		GO:1904006	negative regulation of phospholipase D activity	IDA			20180201		NCBITaxon:10116
RGD	RGD:69259	Axin2	PMID:9566905|RGD:68736		GO:0045860	positive regulation of protein kinase activity	IDA			20100913		NCBITaxon:10116
RGD	RGD:69258	Ager	PMID:23212096|RGD:7244285		GO:1901018	positive regulation of potassium ion transmembrane transporter activity	IMP			20130531		NCBITaxon:10116
RGD	RGD:1562975	Kdm1a	PMID:20418916|RGD:9588315		GO:0035563	positive regulation of chromatin binding	IMP			20141028		NCBITaxon:10116
RGD	RGD:69247	Kcnj11	PMID:23785408|RGD:7296920		GO:2001259	positive regulation of cation channel activity	IMP			20130904		NCBITaxon:10116
RGD	RGD:620579	Pacs1	PMID:9695949|RGD:633354		GO:0032092	positive regulation of protein binding	IMP			20050629		NCBITaxon:10116
RGD	RGD:620573	Cyba	PMID:12631082|RGD:11040676		GO:0033864	positive regulation of NAD(P)H oxidase activity	IMP			20160314		NCBITaxon:10116
RGD	RGD:1307022	Poldip2	PMID:30354218|RGD:124713558		GO:1904531	positive regulation of actin filament binding	IMP			20210322		NCBITaxon:10116
RGD	RGD:1307022	Poldip2	PMID:30726115|RGD:124713559		GO:2001108	positive regulation of Rho guanyl-nucleotide exchange factor activity	IDA			20210322		NCBITaxon:10116
MGI	RGD:1560876	C1qtnf9	PMID:23842676|RGD:13507306		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20180201		NCBITaxon:10116
MGI	RGD:1560876	C1qtnf9	PMID:23842676|RGD:13507306		GO:0071902	positive regulation of protein serine/threonine kinase activity	IMP			20180201		NCBITaxon:10116
UniProt	RGD:69406	Pclo	PMID:23403927|RGD:8554101		GO:1904666	regulation of ubiquitin protein ligase activity	IDA			20190131		NCBITaxon:10116
RGD	RGD:69412	Akap6	PMID:19574217|RGD:6902943		GO:0007194	negative regulation of adenylate cyclase activity	IMP			20120925		NCBITaxon:10116
BHF-UCL	RGD:69412	Akap6	PMID:12709444|RGD:8554839		GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	IDA			20130624		NCBITaxon:10116
BHF-UCL	RGD:69412	Akap6	PMID:11179196|RGD:8553373		GO:2000481	positive regulation of cAMP-dependent protein kinase activity	IMP			20130625	CL:0002131	NCBITaxon:10116
BHF-UCL	RGD:3242	P2ry1	PMID:11390975|RGD:8553380		GO:0010469	regulation of signaling receptor activity	IDA			20101008		NCBITaxon:10116
BHF-UCL	RGD:3242	P2ry1	PMID:11390975|RGD:8553380		GO:0051100	negative regulation of binding	IDA			20101008		NCBITaxon:10116
MGI	RGD:3263	Pcbd1	PMID:1763325|RGD:69920		GO:0043393	regulation of protein binding	IDA			20190716		NCBITaxon:10116
RGD	RGD:3271	Pcp4	PMID:10751438|RGD:1579763		GO:0006469	negative regulation of protein kinase activity	IDA			20150406		NCBITaxon:10116
RGD	RGD:708451	Cdk5rap2	PMID:10721722|RGD:632478		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20200817		NCBITaxon:10116
UniProt	RGD:628808	Cacng8	PMID:17880894|RGD:8553817		GO:2000311	regulation of AMPA receptor activity	IDA			20110330		NCBITaxon:10116
UniProt	RGD:628808	Cacng8	PMID:19234459|RGD:8554069		GO:2000311	regulation of AMPA receptor activity	IDA			20110407		NCBITaxon:10116
RGD	RGD:628808	Cacng8	PMID:12771129|RGD:13515082		GO:2000969	positive regulation of AMPA receptor activity	IDA			20180403		NCBITaxon:10116
BHF-UCL	RGD:620106	Nos1ap	PMID:24665357|RGD:10047296		GO:1901841	regulation of high voltage-gated calcium channel activity	IDA			20150812	CL:0002495	NCBITaxon:10116
RGD	RGD:3007	Lhcgr	PMID:8440169|RGD:2292602		GO:0007190	activation of adenylate cyclase activity	IDA			20080424		NCBITaxon:10116
MGI	RGD:67396	Ceacam1	PMID:11994468|RGD:625644		GO:0043406	positive regulation of MAP kinase activity	IDA			20060512		NCBITaxon:10116
RGD	RGD:67385	Cacnb2	PMID:12042350|RGD:632406		GO:1901385	regulation of voltage-gated calcium channel activity	IDA			20180330		NCBITaxon:10116
BHF-UCL	RGD:67385	Cacnb2	PMID:25533460|RGD:11059570		GO:1901843	positive regulation of high voltage-gated calcium channel activity	IDA			20160325		NCBITaxon:10116
RGD	RGD:67383	Prkcd	PMID:16935468|RGD:1642549		GO:0043406	positive regulation of MAP kinase activity	IMP			20070928		NCBITaxon:10116
RGD	RGD:621537	Gabbr1	PMID:15147298|RGD:2315493		GO:0007194	negative regulation of adenylate cyclase activity	IMP			20091228		NCBITaxon:10116
BHF-UCL	RGD:621571	Serinc5	PMID:16120614|RGD:8553290		GO:1904219	positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	IDA			20150515		NCBITaxon:10116
BHF-UCL	RGD:621571	Serinc5	PMID:16120614|RGD:8553290		GO:1904222	positive regulation of serine C-palmitoyltransferase activity	IDA			20150515		NCBITaxon:10116
RGD	RGD:1307185	Cbarp	PMID:24751537|RGD:10047103		GO:1901386	negative regulation of voltage-gated calcium channel activity	IMP			20150709		NCBITaxon:10116
RGD	RGD:3196	Npr3	PMID:8702617|RGD:1601497		GO:0007194	negative regulation of adenylate cyclase activity	IDA			20070423		NCBITaxon:10116
BHF-UCL	RGD:3196	Npr3	PMID:9843699|RGD:8554308		GO:0051000	positive regulation of nitric-oxide synthase activity	IDA			20120510		NCBITaxon:10116
BHF-UCL	RGD:3193	Nppa	PMID:8301666|RGD:10047161		GO:1901841	regulation of high voltage-gated calcium channel activity	IDA			20141219	CL:0002494	NCBITaxon:10116
BHF-UCL	RGD:3193	Nppa	PMID:8301666|RGD:10047161		GO:1902261	positive regulation of delayed rectifier potassium channel activity	IDA			20141219	CL:0002494	NCBITaxon:10116
RGD	RGD:3192	Npm1	PMID:11481036|RGD:1600909		GO:0043085	positive regulation of catalytic activity	IDA			20070330		NCBITaxon:10116
RGD	RGD:3192	Npm1	PMID:8123045|RGD:11535022		GO:1900264	positive regulation of DNA-directed DNA polymerase activity	IDA			20160919		NCBITaxon:10116
RGD	RGD:3171	Nfkbia	PMID:10620707|RGD:2298882		GO:0007253	cytoplasmic sequestering of NF-kappaB	IMP			20080730		NCBITaxon:10116
RGD	RGD:3171	Nfkbia	PMID:16580131|RGD:2298917		GO:0007253	cytoplasmic sequestering of NF-kappaB	IMP			20080731		NCBITaxon:10116
RGD	RGD:3171	Nfkbia	PMID:9343439|RGD:2298908		GO:0007253	cytoplasmic sequestering of NF-kappaB	IMP			20080731		NCBITaxon:10116
RGD	RGD:3171	Nfkbia	PMID:9918814|RGD:2298880		GO:0007253	cytoplasmic sequestering of NF-kappaB	IMP			20080730		NCBITaxon:10116
HGNC-UCL	RGD:3168	Nf1	PMID:1570015|RGD:1358398		GO:0043087	regulation of GTPase activity	IMP			20070606		NCBITaxon:10116
RGD	RGD:70937	Mapk8ip1	PMID:12064607|RGD:1299562		GO:0043508	negative regulation of JUN kinase activity	IMP			20080722		NCBITaxon:10116
UniProt	RGD:70937	Mapk8ip1	PMID:21076496|RGD:13673827		GO:0043508	negative regulation of JUN kinase activity	IMP			20180614		NCBITaxon:10116
RGD	RGD:2130	Apoa1	PMID:10419291|RGD:1626385		GO:0060192	negative regulation of lipase activity	IDA			20070803		NCBITaxon:10116
RGD	RGD:2291	Ccnb1	PMID:15291744|RGD:1578405		GO:0045860	positive regulation of protein kinase activity	IMP			20100208		NCBITaxon:10116
BHF-UCL	RGD:2281	Cav3	PMID:22879586|RGD:8553349		GO:1901017	negative regulation of potassium ion transmembrane transporter activity	IMP			20130722		NCBITaxon:10116
RGD	RGD:2278	Cast	PMID:17429681|RGD:1626249		GO:0043086	negative regulation of catalytic activity	IDA			20070726		NCBITaxon:10116
BHF-UCL	RGD:2276	Casq2	PMID:17569730|RGD:2314601		GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	IMP			20120620	CL:0002131	NCBITaxon:10116
RGD	RGD:2262	Camk2b	PMID:15576376|RGD:6482753		GO:0032430	positive regulation of phospholipase A2 activity	IDA			20141212		NCBITaxon:10116
Alzheimers_University_of_Toronto	RGD:1563119	Mef2c	PMID:19103177|RGD:8554846		GO:0043406	positive regulation of MAP kinase activity	IDA			20220217	UBERON:0003881|GO:0002931	NCBITaxon:10116
RGD	RGD:2259	Calm3	PMID:20529840|RGD:7241266		GO:0051000	positive regulation of nitric-oxide synthase activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2259	Calm3	PMID:15628869|RGD:7241270		GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2259	Calm3	PMID:18322004|RGD:7207845		GO:1901841	regulation of high voltage-gated calcium channel activity	IMP			20120821		NCBITaxon:10116
RGD	RGD:2258	Calm2	PMID:20529840|RGD:7241266		GO:0051000	positive regulation of nitric-oxide synthase activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2258	Calm2	PMID:15628869|RGD:7241270		GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2258	Calm2	PMID:18322004|RGD:7207845		GO:1901841	regulation of high voltage-gated calcium channel activity	IMP			20130208		NCBITaxon:10116
RGD	RGD:2257	Calm1	PMID:20529840|RGD:7241266		GO:0051000	positive regulation of nitric-oxide synthase activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2257	Calm1	PMID:15628869|RGD:7241270		GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	IDA			20130307		NCBITaxon:10116
RGD	RGD:2257	Calm1	PMID:18322004|RGD:7207845		GO:1901841	regulation of high voltage-gated calcium channel activity	IMP			20130208		NCBITaxon:10116
RGD	RGD:2256	Cald1	PMID:3384851|RGD:2303065		GO:0032092	positive regulation of protein binding	IDA			20090130		NCBITaxon:10116
RGD	RGD:2248	Cacnb3	PMID:15024042|RGD:13514097		GO:1901386	negative regulation of voltage-gated calcium channel activity	IDA			20180328		NCBITaxon:10116
RGD	RGD:2248	Cacnb3	PMID:15024042|RGD:13514097		GO:1901387	positive regulation of voltage-gated calcium channel activity	IDA			20180328		NCBITaxon:10116
UniProt	RGD:2248	Cacnb3	PMID:10666413|RGD:13673808		GO:1901843	positive regulation of high voltage-gated calcium channel activity	IMP			20180529		NCBITaxon:10116
RGD	RGD:2248	Cacnb3	PMID:22187436|RGD:13514092		GO:1901843	positive regulation of high voltage-gated calcium channel activity	IMP			20180328		NCBITaxon:10116
RGD	RGD:2247	Cacna2d1	PMID:20478999|RGD:13514093		GO:1901387	positive regulation of voltage-gated calcium channel activity	IDA			20180328		NCBITaxon:10116
BHF-UCL	RGD:2247	Cacna2d1	PMID:25527503|RGD:11059598		GO:1901843	positive regulation of high voltage-gated calcium channel activity	IDA			20160324		NCBITaxon:10116
UniProt	RGD:2223	Bsn	PMID:23403927|RGD:8554101		GO:1904666	regulation of ubiquitin protein ligase activity	IDA			20190131		NCBITaxon:10116
BHF-UCL	RGD:2324133	Cdkl5	PMID:20861382|RGD:8554575		GO:0043547	positive regulation of GTPase activity	IMP			20110218		NCBITaxon:10116
UniProt	RGD:1306961	Arhgef15	PMID:12775584|RGD:8554375		GO:0050790	regulation of catalytic activity	IDA			20140813		NCBITaxon:10116
RGD	RGD:2151	Arg2	PMID:16537391|RGD:1582129		GO:0051001	negative regulation of nitric-oxide synthase activity	IMP			20061101		NCBITaxon:10116
RGD	RGD:620617	Hmga2	PMID:9311991|RGD:1601604		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20070425		NCBITaxon:10116
RGD	RGD:61995	Pten	PMID:24103758|RGD:12802338		GO:1901017	negative regulation of potassium ion transmembrane transporter activity	IMP			20170405		NCBITaxon:10116
